URUN_KODU;TARIH;MIKTAR
URUN-214;2018-03-01;1205
URUN-214;2018-04-01;3550
URUN-214;2018-05-01;1225
URUN-214;2018-06-01;1345
URUN-214;2018-07-01;2910
URUN-214;2018-08-01;3890
URUN-214;2018-09-01;1765
URUN-214;2018-10-01;2065
URUN-214;2018-11-01;1110
URUN-214;2018-12-01;531
URUN-215;2015-03-01;25540
URUN-215;2015-04-01;23150
URUN-215;2015-05-01;8800
URUN-215;2015-06-01;6160
URUN-215;2015-07-01;12080
URUN-215;2015-08-01;3920
URUN-215;2015-09-01;2300
URUN-215;2015-10-01;16030
URUN-215;2015-11-01;43400
URUN-215;2015-12-01;10510
URUN-215;2016-01-01;4660
URUN-215;2016-02-01;15210
URUN-215;2016-03-01;20260
URUN-215;2016-04-01;9440
URUN-215;2016-05-01;3810
URUN-215;2016-06-01;35380
URUN-215;2016-07-01;2850
URUN-215;2016-08-01;4470
URUN-215;2016-09-01;8540
URUN-215;2016-10-01;18020
URUN-215;2016-11-01;9400
URUN-215;2016-12-01;300
URUN-215;2017-01-01;5220
URUN-215;2017-02-01;25130
URUN-215;2017-03-01;5500
URUN-215;2017-04-01;3730
URUN-215;2017-05-01;10100
URUN-215;2017-06-01;16240
URUN-215;2017-07-01;13490
URUN-215;2017-08-01;13210
URUN-215;2017-09-01;20610
URUN-215;2017-10-01;6960
URUN-215;2017-11-01;1730
URUN-215;2017-12-01;18070
URUN-215;2018-01-01;0
URUN-215;2018-02-01;9450
URUN-215;2018-03-01;5990
URUN-215;2018-04-01;7770
URUN-215;2018-05-01;4000
URUN-215;2018-06-01;4590
URUN-215;2018-07-01;5140
URUN-215;2018-08-01;30850
URUN-215;2018-09-01;4030
URUN-215;2018-10-01;22340
URUN-215;2018-11-01;560
URUN-215;2018-12-01;396
URUN-216;2015-03-01;2076
URUN-216;2015-04-01;1320
URUN-216;2015-05-01;0
URUN-216;2015-06-01;96
URUN-216;2015-07-01;444
URUN-216;2015-08-01;252
URUN-216;2015-09-01;3576
URUN-216;2015-10-01;11232
URUN-216;2015-11-01;8964
URUN-216;2015-12-01;1116
URUN-216;2016-01-01;8328
URUN-216;2016-02-01;8736
URUN-216;2016-03-01;6732
URUN-216;2016-04-01;1692
URUN-216;2016-05-01;24
URUN-216;2016-06-01;3300
URUN-216;2016-07-01;2976
URUN-216;2016-08-01;672
URUN-216;2016-09-01;3684
URUN-216;2016-10-01;4128
URUN-216;2016-11-01;3732
URUN-216;2016-12-01;180
URUN-216;2017-01-01;3780
URUN-216;2017-02-01;888
URUN-216;2017-03-01;3084
URUN-216;2017-04-01;828
URUN-216;2017-05-01;8760
URUN-216;2017-06-01;3660
URUN-216;2017-07-01;1812
URUN-216;2017-08-01;8604
URUN-216;2017-09-01;768
URUN-216;2017-10-01;696
URUN-216;2017-11-01;4956
URUN-216;2017-12-01;12228
URUN-216;2018-01-01;3530
URUN-216;2018-02-01;14652
URUN-216;2018-03-01;1500
URUN-216;2018-04-01;3468
URUN-216;2018-05-01;5052
URUN-216;2018-06-01;2292
URUN-216;2018-07-01;9336
URUN-216;2018-08-01;2484
URUN-216;2018-09-01;24
URUN-216;2018-10-01;6636
URUN-216;2018-11-01;2256
URUN-216;2018-12-01;0
URUN-217;2015-03-01;648
URUN-217;2015-04-01;24
URUN-217;2015-05-01;0
URUN-217;2015-06-01;48
URUN-217;2015-07-01;2400
URUN-217;2015-08-01;0
URUN-217;2015-09-01;780
URUN-217;2015-10-01;360
URUN-217;2015-11-01;864
URUN-217;2015-12-01;1224
URUN-217;2016-01-01;972
URUN-217;2016-02-01;1488
URUN-217;2016-03-01;960
URUN-217;2016-04-01;1008
URUN-217;2016-05-01;384
URUN-217;2016-06-01;876
URUN-217;2016-07-01;336
URUN-217;2016-08-01;480
URUN-217;2016-09-01;24
URUN-217;2016-10-01;72
URUN-217;2016-11-01;24
URUN-217;2016-12-01;0
URUN-217;2017-01-01;996
URUN-217;2017-02-01;36
URUN-217;2017-03-01;72
URUN-217;2017-04-01;0
URUN-217;2017-05-01;0
URUN-217;2017-06-01;408
URUN-217;2017-07-01;0
URUN-217;2017-08-01;336
URUN-217;2017-09-01;24
URUN-217;2017-10-01;120
URUN-217;2017-11-01;288
URUN-217;2017-12-01;360
URUN-217;2018-01-01;180
URUN-217;2018-02-01;972
URUN-217;2018-03-01;96
URUN-217;2018-04-01;276
URUN-217;2018-05-01;228
URUN-217;2018-06-01;84
URUN-217;2018-07-01;408
URUN-217;2018-08-01;456
URUN-217;2018-09-01;264
URUN-217;2018-10-01;612
URUN-217;2018-11-01;96
URUN-217;2018-12-01;0
URUN-218;2015-04-01;48
URUN-218;2015-05-01;0
URUN-218;2015-06-01;0
URUN-218;2015-07-01;48
URUN-218;2015-08-01;168
URUN-218;2015-09-01;36
URUN-218;2015-10-01;24
URUN-218;2015-11-01;84
URUN-218;2015-12-01;288
URUN-218;2016-01-01;96
URUN-218;2016-02-01;84
URUN-218;2016-03-01;192
URUN-218;2016-04-01;96
URUN-218;2016-05-01;0
URUN-218;2016-06-01;96
URUN-218;2016-07-01;0
URUN-218;2016-08-01;60
URUN-218;2016-09-01;60
URUN-218;2016-10-01;60
URUN-218;2016-11-01;0
URUN-218;2016-12-01;72
URUN-218;2017-01-01;120
URUN-218;2017-02-01;48
URUN-218;2017-03-01;216
URUN-218;2017-04-01;204
URUN-218;2017-05-01;132
URUN-218;2017-06-01;312
URUN-218;2017-07-01;144
URUN-218;2017-08-01;108
URUN-218;2017-09-01;0
URUN-218;2017-10-01;156
URUN-218;2017-11-01;84
URUN-218;2017-12-01;132
URUN-218;2018-01-01;0
URUN-218;2018-02-01;24
URUN-218;2018-03-01;36
URUN-218;2018-04-01;180
URUN-218;2018-05-01;120
URUN-218;2018-06-01;36
URUN-218;2018-07-01;96
URUN-218;2018-08-01;240
URUN-218;2018-09-01;144
URUN-218;2018-10-01;36
URUN-218;2018-11-01;0
URUN-218;2018-12-01;0
URUN-219;2015-03-01;10000
URUN-219;2015-04-01;0
URUN-219;2015-05-01;0
URUN-219;2015-06-01;0
URUN-219;2015-07-01;7400
URUN-219;2015-08-01;0
URUN-219;2015-09-01;0
URUN-219;2015-10-01;2800
URUN-219;2015-11-01;5100
URUN-219;2015-12-01;12000
URUN-219;2016-01-01;0
URUN-219;2016-02-01;12000
URUN-219;2016-03-01;8000
URUN-219;2016-04-01;0
URUN-219;2016-05-01;0
URUN-219;2016-06-01;6000
URUN-219;2016-07-01;12000
URUN-219;2016-08-01;0
URUN-219;2016-09-01;6000
URUN-219;2016-10-01;0
URUN-219;2016-11-01;0
URUN-219;2016-12-01;0
URUN-219;2017-01-01;4800
URUN-219;2017-02-01;0
URUN-219;2017-03-01;2400
URUN-219;2017-04-01;0
URUN-219;2017-05-01;0
URUN-219;2017-06-01;9840
URUN-219;2017-07-01;0
URUN-219;2017-08-01;3120
URUN-219;2017-09-01;20280
URUN-219;2017-10-01;0
URUN-219;2017-11-01;14760
URUN-219;2017-12-01;3000
URUN-219;2018-01-01;1812
URUN-219;2018-02-01;1440
URUN-219;2018-03-01;0
URUN-219;2018-04-01;1680
URUN-219;2018-05-01;1920
URUN-219;2018-06-01;1920
URUN-219;2018-07-01;7680
URUN-219;2018-08-01;5040
URUN-219;2018-09-01;1080
URUN-219;2018-10-01;3240
URUN-219;2018-11-01;1680
URUN-219;2018-12-01;600
URUN-220;2015-03-01;2268
URUN-220;2015-04-01;1224
URUN-220;2015-05-01;990
URUN-220;2015-06-01;1002
URUN-220;2015-07-01;1872
URUN-220;2015-08-01;0
URUN-220;2015-09-01;2112
URUN-220;2015-10-01;1470
URUN-220;2015-11-01;2142
URUN-220;2015-12-01;3726
URUN-220;2016-01-01;612
URUN-220;2016-02-01;456
URUN-220;2016-03-01;1302
URUN-220;2016-04-01;354
URUN-220;2016-05-01;648
URUN-220;2016-06-01;1806
URUN-220;2016-07-01;36
URUN-220;2016-08-01;270
URUN-220;2016-09-01;1182
URUN-220;2016-10-01;684
URUN-220;2016-11-01;90
URUN-220;2016-12-01;42
URUN-220;2017-01-01;3066
URUN-220;2017-02-01;1302
URUN-220;2017-03-01;1032
URUN-220;2017-04-01;1680
URUN-220;2017-05-01;876
URUN-220;2017-06-01;1476
URUN-220;2017-07-01;444
URUN-220;2017-08-01;1890
URUN-220;2017-09-01;6720
URUN-220;2017-10-01;30
URUN-220;2017-11-01;510
URUN-220;2017-12-01;1020
URUN-220;2018-01-01;0
URUN-220;2018-02-01;2064
URUN-220;2018-03-01;624
URUN-220;2018-04-01;696
URUN-220;2018-05-01;852
URUN-220;2018-06-01;306
URUN-220;2018-07-01;1416
URUN-220;2018-08-01;1002
URUN-220;2018-09-01;978
URUN-220;2018-10-01;1164
URUN-220;2018-11-01;204
URUN-220;2018-12-01;180
URUN-221;2017-02-01;24
URUN-221;2017-03-01;162
URUN-221;2017-04-01;0
URUN-221;2017-05-01;36
URUN-221;2017-06-01;312
URUN-221;2017-07-01;0
URUN-221;2017-08-01;132
URUN-221;2017-09-01;276
URUN-221;2017-10-01;402
URUN-221;2017-11-01;426
URUN-221;2017-12-01;510
URUN-221;2018-01-01;48
URUN-221;2018-02-01;1122
URUN-221;2018-03-01;384
URUN-221;2018-04-01;600
URUN-221;2018-05-01;234
URUN-221;2018-06-01;330
URUN-221;2018-07-01;528
URUN-221;2018-08-01;792
URUN-221;2018-09-01;216
URUN-221;2018-10-01;570
URUN-221;2018-11-01;192
URUN-221;2018-12-01;120
URUN-222;2015-03-01;641
URUN-222;2015-04-01;20
URUN-222;2015-05-01;0
URUN-222;2015-06-01;68
URUN-222;2015-07-01;1364
URUN-222;2015-08-01;178
URUN-222;2015-09-01;800
URUN-222;2015-10-01;668
URUN-222;2015-11-01;1336
URUN-222;2015-12-01;2187
URUN-222;2016-01-01;496
URUN-222;2016-02-01;688
URUN-222;2016-03-01;1904
URUN-222;2016-04-01;280
URUN-222;2016-05-01;40
URUN-222;2016-06-01;2188
URUN-222;2016-07-01;22
URUN-222;2016-08-01;245
URUN-222;2016-09-01;303
URUN-222;2016-10-01;266
URUN-222;2016-11-01;92
URUN-222;2016-12-01;0
URUN-222;2017-01-01;236
URUN-222;2017-02-01;354
URUN-222;2017-03-01;0
URUN-222;2017-04-01;0
URUN-222;2017-05-01;161
URUN-222;2017-06-01;564
URUN-222;2017-07-01;140
URUN-222;2017-08-01;216
URUN-222;2017-09-01;124
URUN-222;2017-10-01;0
URUN-222;2017-11-01;30
URUN-222;2017-12-01;264
URUN-222;2018-01-01;0
URUN-222;2018-02-01;70
URUN-222;2018-03-01;30
URUN-222;2018-04-01;92
URUN-222;2018-05-01;0
URUN-222;2018-06-01;68
URUN-222;2018-07-01;8
URUN-222;2018-08-01;132
URUN-222;2018-09-01;40
URUN-222;2018-10-01;24
URUN-222;2018-11-01;28
URUN-222;2018-12-01;0
URUN-223;2016-10-01;12
URUN-223;2016-11-01;0
URUN-223;2016-12-01;0
URUN-223;2017-01-01;204
URUN-223;2017-02-01;372
URUN-223;2017-03-01;0
URUN-223;2017-04-01;0
URUN-223;2017-05-01;0
URUN-223;2017-06-01;0
URUN-223;2017-07-01;0
URUN-223;2017-08-01;12
URUN-223;2017-09-01;96
URUN-223;2017-10-01;120
URUN-223;2017-11-01;216
URUN-223;2017-12-01;24
URUN-223;2018-01-01;12
URUN-223;2018-02-01;684
URUN-223;2018-03-01;12
URUN-223;2018-04-01;156
URUN-223;2018-05-01;180
URUN-223;2018-06-01;84
URUN-223;2018-07-01;60
URUN-223;2018-08-01;174
URUN-223;2018-09-01;258
URUN-223;2018-10-01;236
URUN-223;2018-11-01;95
URUN-223;2018-12-01;48
URUN-224;2016-10-01;40
URUN-224;2016-11-01;20
URUN-224;2016-12-01;0
URUN-224;2017-01-01;0
URUN-224;2017-02-01;460
URUN-224;2017-03-01;0
URUN-224;2017-04-01;264
URUN-224;2017-05-01;192
URUN-224;2017-06-01;64
URUN-224;2017-07-01;12
URUN-224;2017-08-01;132
URUN-224;2017-09-01;72
URUN-224;2017-10-01;108
URUN-224;2017-11-01;12
URUN-224;2017-12-01;0
URUN-224;2018-01-01;54
URUN-224;2018-02-01;1470
URUN-224;2018-03-01;288
URUN-224;2018-04-01;42
URUN-224;2018-05-01;198
URUN-224;2018-06-01;204
URUN-224;2018-07-01;264
URUN-224;2018-08-01;576
URUN-224;2018-09-01;396
URUN-224;2018-10-01;468
URUN-224;2018-11-01;282
URUN-224;2018-12-01;282
URUN-225;2016-03-01;480
URUN-225;2016-04-01;0
URUN-225;2016-05-01;0
URUN-225;2016-06-01;0
URUN-225;2016-07-01;0
URUN-225;2016-08-01;0
URUN-225;2016-09-01;696
URUN-225;2016-10-01;264
URUN-225;2016-11-01;0
URUN-225;2016-12-01;0
URUN-225;2017-01-01;0
URUN-225;2017-02-01;0
URUN-225;2017-03-01;1512
URUN-225;2017-04-01;240
URUN-225;2017-05-01;0
URUN-225;2017-06-01;0
URUN-225;2017-07-01;3864
URUN-225;2017-08-01;144
URUN-225;2017-09-01;240
URUN-225;2017-10-01;0
URUN-225;2017-11-01;0
URUN-225;2017-12-01;192
URUN-225;2018-01-01;0
URUN-225;2018-02-01;240
URUN-225;2018-03-01;576
URUN-225;2018-04-01;816
URUN-225;2018-05-01;552
URUN-225;2018-06-01;168
URUN-225;2018-07-01;408
URUN-225;2018-08-01;864
URUN-225;2018-09-01;312
URUN-225;2018-10-01;576
URUN-225;2018-11-01;0
URUN-225;2018-12-01;528
URUN-226;2016-03-01;144
URUN-226;2016-04-01;0
URUN-226;2016-05-01;0
URUN-226;2016-06-01;20
URUN-226;2016-07-01;0
URUN-226;2016-08-01;0
URUN-226;2016-09-01;0
URUN-226;2016-10-01;0
URUN-226;2016-11-01;0
URUN-226;2016-12-01;0
URUN-226;2017-01-01;0
URUN-226;2017-02-01;20
URUN-226;2017-03-01;220
URUN-226;2017-04-01;96
URUN-226;2017-05-01;0
URUN-226;2017-06-01;96
URUN-226;2017-07-01;336
URUN-226;2017-08-01;0
URUN-226;2017-09-01;0
URUN-226;2017-10-01;80
URUN-226;2017-11-01;0
URUN-226;2017-12-01;168
URUN-226;2018-01-01;0
URUN-226;2018-02-01;240
URUN-226;2018-03-01;0
URUN-226;2018-04-01;48
URUN-226;2018-05-01;0
URUN-226;2018-06-01;0
URUN-226;2018-07-01;48
URUN-226;2018-08-01;48
URUN-226;2018-09-01;88
URUN-226;2018-10-01;80
URUN-226;2018-11-01;48
URUN-226;2018-12-01;0
URUN-227;2015-03-01;28750
URUN-227;2015-04-01;0
URUN-227;2015-05-01;1750
URUN-227;2015-06-01;27000
URUN-227;2015-07-01;750
URUN-227;2015-08-01;0
URUN-227;2015-09-01;250
URUN-227;2015-10-01;32250
URUN-227;2015-11-01;44250
URUN-227;2015-12-01;49250
URUN-227;2016-01-01;14500
URUN-227;2016-02-01;79000
URUN-227;2016-03-01;29000
URUN-227;2016-04-01;17750
URUN-227;2016-05-01;47000
URUN-227;2016-06-01;55750
URUN-227;2016-07-01;17000
URUN-227;2016-08-01;36500
URUN-227;2016-09-01;17750
URUN-227;2016-10-01;80000
URUN-227;2016-11-01;21250
URUN-227;2016-12-01;32000
URUN-227;2017-01-01;37250
URUN-227;2017-02-01;65500
URUN-227;2017-03-01;49000
URUN-227;2017-04-01;10250
URUN-227;2017-05-01;31250
URUN-227;2017-06-01;121250
URUN-227;2017-07-01;46500
URUN-227;2017-08-01;33000
URUN-227;2017-09-01;70750
URUN-227;2017-10-01;43250
URUN-227;2017-11-01;22750
URUN-227;2017-12-01;82500
URUN-227;2018-01-01;0
URUN-227;2018-02-01;57750
URUN-227;2018-03-01;46750
URUN-227;2018-04-01;38250
URUN-227;2018-05-01;54500
URUN-227;2018-06-01;14000
URUN-227;2018-07-01;55250
URUN-227;2018-08-01;77500
URUN-227;2018-09-01;33000
URUN-227;2018-10-01;49750
URUN-227;2018-11-01;31750
URUN-227;2018-12-01;20000
URUN-228;2015-06-01;10000
URUN-228;2015-07-01;0
URUN-228;2015-08-01;0
URUN-228;2015-09-01;0
URUN-228;2015-10-01;20500
URUN-228;2015-11-01;21000
URUN-228;2015-12-01;9500
URUN-228;2016-01-01;1500
URUN-228;2016-02-01;72500
URUN-228;2016-03-01;12000
URUN-228;2016-04-01;14250
URUN-228;2016-05-01;14000
URUN-228;2016-06-01;39750
URUN-228;2016-07-01;2750
URUN-228;2016-08-01;0
URUN-228;2016-09-01;10000
URUN-228;2016-10-01;46250
URUN-228;2016-11-01;2250
URUN-228;2016-12-01;30000
URUN-228;2017-01-01;25250
URUN-228;2017-02-01;45000
URUN-228;2017-03-01;6250
URUN-228;2017-04-01;12500
URUN-228;2017-05-01;3000
URUN-228;2017-06-01;58000
URUN-228;2017-07-01;72000
URUN-228;2017-08-01;6500
URUN-228;2017-09-01;14250
URUN-228;2017-10-01;19000
URUN-228;2017-11-01;31000
URUN-228;2017-12-01;36000
URUN-228;2018-01-01;0
URUN-228;2018-02-01;34750
URUN-228;2018-03-01;58250
URUN-228;2018-04-01;29750
URUN-228;2018-05-01;18500
URUN-228;2018-06-01;7500
URUN-228;2018-07-01;38500
URUN-228;2018-08-01;15250
URUN-228;2018-09-01;17000
URUN-228;2018-10-01;44500
URUN-228;2018-11-01;1750
URUN-228;2018-12-01;15550
URUN-229;2015-03-01;9250
URUN-229;2015-04-01;1500
URUN-229;2015-05-01;2000
URUN-229;2015-06-01;2500
URUN-229;2015-07-01;3000
URUN-229;2015-08-01;16500
URUN-229;2015-09-01;11000
URUN-229;2015-10-01;7000
URUN-229;2015-11-01;17750
URUN-229;2015-12-01;15250
URUN-229;2016-01-01;17750
URUN-229;2016-02-01;4250
URUN-229;2016-03-01;6500
URUN-229;2016-04-01;2750
URUN-229;2016-05-01;3250
URUN-229;2016-06-01;21250
URUN-229;2016-07-01;23750
URUN-229;2016-08-01;7750
URUN-229;2016-09-01;39875
URUN-229;2016-10-01;19250
URUN-229;2016-11-01;18500
URUN-229;2016-12-01;0
URUN-229;2017-01-01;9250
URUN-229;2017-02-01;2875
URUN-229;2017-03-01;19625
URUN-229;2017-04-01;10750
URUN-229;2017-05-01;10500
URUN-229;2017-06-01;22500
URUN-229;2017-07-01;13750
URUN-229;2017-08-01;17000
URUN-229;2017-09-01;12000
URUN-229;2017-10-01;8250
URUN-229;2017-11-01;8250
URUN-229;2017-12-01;29375
URUN-229;2018-01-01;250
URUN-229;2018-02-01;13625
URUN-229;2018-03-01;7625
URUN-229;2018-04-01;22500
URUN-229;2018-05-01;27875
URUN-229;2018-06-01;7625
URUN-229;2018-07-01;15125
URUN-229;2018-08-01;30500
URUN-229;2018-09-01;16250
URUN-229;2018-10-01;14375
URUN-229;2018-11-01;14875
URUN-229;2018-12-01;625
URUN-230;2015-04-01;8000
URUN-230;2015-05-01;1000
URUN-230;2015-06-01;0
URUN-230;2015-07-01;250
URUN-230;2015-08-01;0
URUN-230;2015-09-01;0
URUN-230;2015-10-01;4750
URUN-230;2015-11-01;2000
URUN-230;2015-12-01;1750
URUN-230;2016-01-01;9000
URUN-230;2016-02-01;0
URUN-230;2016-03-01;3000
URUN-230;2016-04-01;1500
URUN-230;2016-05-01;0
URUN-230;2016-06-01;2750
URUN-230;2016-07-01;10000
URUN-230;2016-08-01;0
URUN-230;2016-09-01;0
URUN-230;2016-10-01;5500
URUN-230;2016-11-01;250
URUN-230;2016-12-01;0
URUN-230;2017-01-01;2500
URUN-230;2017-02-01;3000
URUN-230;2017-03-01;1500
URUN-230;2017-04-01;3000
URUN-230;2017-05-01;0
URUN-230;2017-06-01;9750
URUN-230;2017-07-01;2000
URUN-230;2017-08-01;5500
URUN-230;2017-09-01;1250
URUN-230;2017-10-01;250
URUN-230;2017-11-01;3250
URUN-230;2017-12-01;4000
URUN-230;2018-01-01;0
URUN-230;2018-02-01;4000
URUN-230;2018-03-01;10250
URUN-230;2018-04-01;2750
URUN-230;2018-05-01;3000
URUN-230;2018-06-01;2250
URUN-230;2018-07-01;1500
URUN-230;2018-08-01;5000
URUN-230;2018-09-01;5750
URUN-230;2018-10-01;7500
URUN-230;2018-11-01;0
URUN-230;2018-12-01;0
URUN-231;2015-03-01;1000
URUN-231;2015-04-01;250
URUN-231;2015-05-01;875
URUN-231;2015-06-01;250
URUN-231;2015-07-01;1875
URUN-231;2015-08-01;3000
URUN-231;2015-09-01;1000
URUN-231;2015-10-01;1625
URUN-231;2015-11-01;1125
URUN-231;2015-12-01;250
URUN-231;2016-01-01;3875
URUN-231;2016-02-01;1000
URUN-231;2016-03-01;500
URUN-231;2016-04-01;1000
URUN-231;2016-05-01;250
URUN-231;2016-06-01;125
URUN-231;2016-07-01;1375
URUN-231;2016-08-01;0
URUN-231;2016-09-01;0
URUN-231;2016-10-01;3375
URUN-231;2016-11-01;1250
URUN-231;2016-12-01;1000
URUN-231;2017-01-01;1125
URUN-231;2017-02-01;500
URUN-231;2017-03-01;375
URUN-231;2017-04-01;1000
URUN-231;2017-05-01;0
URUN-231;2017-06-01;0
URUN-231;2017-07-01;1750
URUN-231;2017-08-01;500
URUN-231;2017-09-01;625
URUN-231;2017-10-01;2375
URUN-231;2017-11-01;250
URUN-231;2017-12-01;1750
URUN-231;2018-01-01;125
URUN-231;2018-02-01;1500
URUN-231;2018-03-01;1125
URUN-231;2018-04-01;500
URUN-231;2018-05-01;500
URUN-231;2018-06-01;1250
URUN-231;2018-07-01;250
URUN-231;2018-08-01;250
URUN-231;2018-09-01;1000
URUN-231;2018-10-01;0
URUN-231;2018-11-01;0
URUN-231;2018-12-01;0
URUN-232;2015-03-01;113176
URUN-232;2015-04-01;5716
URUN-232;2015-05-01;68528
URUN-232;2015-06-01;129524
URUN-232;2015-07-01;167644
URUN-232;2015-08-01;83856
URUN-232;2015-09-01;163906
URUN-232;2015-10-01;127694
URUN-232;2015-11-01;10457
URUN-232;2015-12-01;120696
URUN-232;2016-01-01;101840
URUN-232;2016-02-01;38030
URUN-232;2016-03-01;83906
URUN-232;2016-04-01;68734
URUN-232;2016-05-01;30650
URUN-232;2016-06-01;190241
URUN-232;2016-07-01;71290
URUN-232;2016-08-01;30200
URUN-232;2016-09-01;56700
URUN-232;2016-10-01;58450
URUN-232;2016-11-01;96520
URUN-232;2016-12-01;129190
URUN-232;2017-01-01;84120
URUN-232;2017-02-01;66490
URUN-232;2017-03-01;31315
URUN-232;2017-04-01;33910
URUN-232;2017-05-01;125730
URUN-232;2017-06-01;89700
URUN-232;2017-07-01;32300
URUN-232;2017-08-01;23300
URUN-232;2017-09-01;91050
URUN-232;2017-10-01;103650
URUN-232;2017-11-01;60530
URUN-232;2017-12-01;91840
URUN-232;2018-01-01;66230
URUN-232;2018-02-01;20100
URUN-232;2018-03-01;63010
URUN-232;2018-04-01;250
URUN-232;2018-05-01;25310
URUN-232;2018-06-01;37950
URUN-232;2018-07-01;1300
URUN-232;2018-08-01;51350
URUN-232;2018-09-01;83730
URUN-232;2018-10-01;0
URUN-232;2018-11-01;14950
URUN-232;2018-12-01;7000
URUN-233;2015-03-01;267300
URUN-233;2015-04-01;486000
URUN-233;2015-05-01;201700
URUN-233;2015-06-01;86300
URUN-233;2015-07-01;728400
URUN-233;2015-08-01;159800
URUN-233;2015-09-01;539100
URUN-233;2015-10-01;496300
URUN-233;2015-11-01;424000
URUN-233;2015-12-01;66000
URUN-233;2016-01-01;208800
URUN-233;2016-02-01;157800
URUN-233;2016-03-01;353300
URUN-233;2016-04-01;499800
URUN-233;2016-05-01;326100
URUN-233;2016-06-01;320350
URUN-233;2016-07-01;444300
URUN-233;2016-08-01;444800
URUN-233;2016-09-01;504200
URUN-233;2016-10-01;330600
URUN-233;2016-11-01;603150
URUN-233;2016-12-01;201550
URUN-233;2017-01-01;96000
URUN-233;2017-02-01;146500
URUN-233;2017-03-01;326250
URUN-233;2017-04-01;63000
URUN-233;2017-05-01;380700
URUN-233;2017-06-01;130400
URUN-233;2017-07-01;76250
URUN-233;2017-08-01;350750
URUN-233;2017-09-01;255400
URUN-233;2017-10-01;444700
URUN-233;2017-11-01;168000
URUN-233;2017-12-01;921600
URUN-233;2018-01-01;183500
URUN-233;2018-02-01;121000
URUN-233;2018-03-01;236100
URUN-233;2018-04-01;34000
URUN-233;2018-05-01;277200
URUN-233;2018-06-01;284900
URUN-233;2018-07-01;50200
URUN-233;2018-08-01;313500
URUN-233;2018-09-01;128000
URUN-233;2018-10-01;564400
URUN-233;2018-11-01;75800
URUN-233;2018-12-01;4000
URUN-234;2015-06-01;140
URUN-234;2015-07-01;240
URUN-234;2015-08-01;909
URUN-234;2015-09-01;117
URUN-234;2015-10-01;67
URUN-234;2015-11-01;80
URUN-234;2015-12-01;180
URUN-234;2016-01-01;84
URUN-234;2016-02-01;60
URUN-234;2016-03-01;105
URUN-234;2016-04-01;286
URUN-234;2016-05-01;40
URUN-234;2016-06-01;307
URUN-234;2016-07-01;241
URUN-234;2016-08-01;15
URUN-234;2016-09-01;54
URUN-234;2016-10-01;10
URUN-234;2016-11-01;209
URUN-234;2016-12-01;170
URUN-234;2017-01-01;170
URUN-234;2017-02-01;0
URUN-234;2017-03-01;40
URUN-234;2017-04-01;40
URUN-234;2017-05-01;60
URUN-234;2017-06-01;10
URUN-234;2017-07-01;5
URUN-234;2017-08-01;0
URUN-234;2017-09-01;67
URUN-234;2017-10-01;100
URUN-234;2017-11-01;10
URUN-234;2017-12-01;65
URUN-234;2018-01-01;75
URUN-234;2018-02-01;60
URUN-234;2018-03-01;100
URUN-234;2018-04-01;28
URUN-234;2018-05-01;110
URUN-234;2018-06-01;20
URUN-234;2018-07-01;15
URUN-234;2018-08-01;0
URUN-234;2018-09-01;180
URUN-234;2018-10-01;70
URUN-234;2018-11-01;80
URUN-234;2018-12-01;0
URUN-235;2015-03-01;7100
URUN-235;2015-04-01;2100
URUN-235;2015-05-01;6100
URUN-235;2015-06-01;2300
URUN-235;2015-07-01;13000
URUN-235;2015-08-01;4700
URUN-235;2015-09-01;6800
URUN-235;2015-10-01;5400
URUN-235;2015-11-01;100
URUN-235;2015-12-01;7700
URUN-235;2016-01-01;5800
URUN-235;2016-02-01;3900
URUN-235;2016-03-01;3200
URUN-235;2016-04-01;3112
URUN-235;2016-05-01;5000
URUN-235;2016-06-01;2826
URUN-235;2016-07-01;2800
URUN-235;2016-08-01;3700
URUN-235;2016-09-01;3900
URUN-235;2016-10-01;2100
URUN-235;2016-11-01;2700
URUN-235;2016-12-01;2200
URUN-235;2017-01-01;2400
URUN-235;2017-02-01;1200
URUN-235;2017-03-01;2200
URUN-235;2017-04-01;2400
URUN-235;2017-05-01;3300
URUN-235;2017-06-01;4500
URUN-235;2017-07-01;500
URUN-235;2017-08-01;3200
URUN-235;2017-09-01;3600
URUN-235;2017-10-01;4900
URUN-235;2017-11-01;0
URUN-235;2017-12-01;4600
URUN-235;2018-01-01;4100
URUN-235;2018-02-01;900
URUN-235;2018-03-01;3700
URUN-235;2018-04-01;800
URUN-235;2018-05-01;1100
URUN-235;2018-06-01;800
URUN-235;2018-07-01;1300
URUN-235;2018-08-01;500
URUN-235;2018-09-01;1900
URUN-235;2018-10-01;100
URUN-235;2018-11-01;1200
URUN-235;2018-12-01;0
URUN-236;2015-03-01;19625
URUN-236;2015-04-01;6750
URUN-236;2015-05-01;31625
URUN-236;2015-06-01;27625
URUN-236;2015-07-01;16000
URUN-236;2015-08-01;4500
URUN-236;2015-09-01;24500
URUN-236;2015-10-01;16750
URUN-236;2015-11-01;4500
URUN-236;2015-12-01;7250
URUN-236;2016-01-01;10500
URUN-236;2016-02-01;32250
URUN-236;2016-03-01;10750
URUN-236;2016-04-01;16286
URUN-236;2016-05-01;14625
URUN-236;2016-06-01;34917
URUN-236;2016-07-01;39500
