URUN_KODU;TARIH;MIKTAR
URUN-77;2017-09-01;620
URUN-77;2017-10-01;185
URUN-77;2017-11-01;373
URUN-77;2017-12-01;1877
URUN-77;2018-01-01;703
URUN-77;2018-02-01;978
URUN-77;2018-03-01;817
URUN-77;2018-04-01;985
URUN-77;2018-05-01;392
URUN-77;2018-06-01;144
URUN-77;2018-07-01;480
URUN-77;2018-08-01;864
URUN-77;2018-09-01;432
URUN-77;2018-10-01;106
URUN-77;2018-11-01;886
URUN-77;2018-12-01;328
URUN-78;2015-03-01;5868252
URUN-78;2015-04-01;5959007
URUN-78;2015-05-01;6379020
URUN-78;2015-06-01;5552750
URUN-78;2015-07-01;5117250
URUN-78;2015-08-01;6654750
URUN-78;2015-09-01;4813001
URUN-78;2015-10-01;6615375
URUN-78;2015-11-01;7552500
URUN-78;2015-12-01;7715500
URUN-78;2016-01-01;6517762
URUN-78;2016-02-01;5996750
URUN-78;2016-03-01;6113250
URUN-78;2016-04-01;7155750
URUN-78;2016-05-01;6496258
URUN-78;2016-06-01;7140033
URUN-78;2016-07-01;5595750
URUN-78;2016-08-01;8220840
URUN-78;2016-09-01;5707639
URUN-78;2016-10-01;8961750
URUN-78;2016-11-01;6193250
URUN-78;2016-12-01;5665500
URUN-78;2017-01-01;8301258
URUN-78;2017-02-01;6119899
URUN-78;2017-03-01;7544971
URUN-78;2017-04-01;5665000
URUN-78;2017-05-01;7067750
URUN-78;2017-06-01;8621704
URUN-78;2017-07-01;6061500
URUN-78;2017-08-01;6475840
URUN-78;2017-09-01;6285414
URUN-78;2017-10-01;7895250
URUN-78;2017-11-01;8425476
URUN-78;2017-12-01;6979250
URUN-78;2018-01-01;9602000
URUN-78;2018-02-01;7870750
URUN-78;2018-03-01;9161004
URUN-78;2018-04-01;9293762
URUN-78;2018-05-01;8064503
URUN-78;2018-06-01;9220750
URUN-78;2018-07-01;9942000
URUN-78;2018-08-01;7396004
URUN-78;2018-09-01;6381259
URUN-78;2018-10-01;6509028
URUN-78;2018-11-01;3908250
URUN-78;2018-12-01;2836750
URUN-79;2015-03-01;4595750
URUN-79;2015-04-01;4445000
URUN-79;2015-05-01;4670000
URUN-79;2015-06-01;4161000
URUN-79;2015-07-01;3723250
URUN-79;2015-08-01;5003250
URUN-79;2015-09-01;3450000
URUN-79;2015-10-01;5076500
URUN-79;2015-11-01;5464505
URUN-79;2015-12-01;5591250
URUN-79;2016-01-01;5025750
URUN-79;2016-02-01;4519500
URUN-79;2016-03-01;4380750
URUN-79;2016-04-01;5601000
URUN-79;2016-05-01;4447000
URUN-79;2016-06-01;7506020
URUN-79;2016-07-01;2525250
URUN-79;2016-08-01;6362157
URUN-79;2016-09-01;6067000
URUN-79;2016-10-01;4183750
URUN-79;2016-11-01;4102000
URUN-79;2016-12-01;4341750
URUN-79;2017-01-01;5970006
URUN-79;2017-02-01;4421500
URUN-79;2017-03-01;4988378
URUN-79;2017-04-01;4968000
URUN-79;2017-05-01;5562750
URUN-79;2017-06-01;4455750
URUN-79;2017-07-01;4784300
URUN-79;2017-08-01;5358745
URUN-79;2017-09-01;4877790
URUN-79;2017-10-01;6711000
URUN-79;2017-11-01;6687279
URUN-79;2017-12-01;5343998
URUN-79;2018-01-01;7131250
URUN-79;2018-02-01;6647248
URUN-79;2018-03-01;7518002
URUN-79;2018-04-01;7351004
URUN-79;2018-05-01;7143252
URUN-79;2018-06-01;5857480
URUN-79;2018-07-01;7065860
URUN-79;2018-08-01;5869504
URUN-79;2018-09-01;4380000
URUN-79;2018-10-01;4640506
URUN-79;2018-11-01;2868202
URUN-79;2018-12-01;2196254
URUN-80;2015-03-01;7875
URUN-80;2015-04-01;14375
URUN-80;2015-05-01;14875
URUN-80;2015-06-01;16625
URUN-80;2015-07-01;14125
URUN-80;2015-08-01;10875
URUN-80;2015-09-01;8625
URUN-80;2015-10-01;8875
URUN-80;2015-11-01;34875
URUN-80;2015-12-01;16375
URUN-80;2016-01-01;10500
URUN-80;2016-02-01;12879
URUN-80;2016-03-01;20123
URUN-80;2016-04-01;4750
URUN-80;2016-05-01;23875
URUN-80;2016-06-01;15125
URUN-80;2016-07-01;8375
URUN-80;2016-08-01;17624
URUN-80;2016-09-01;7500
URUN-80;2016-10-01;29875
URUN-80;2016-11-01;16250
URUN-80;2016-12-01;26500
URUN-80;2017-01-01;21500
URUN-80;2017-02-01;18250
URUN-80;2017-03-01;0
URUN-80;2017-04-01;27500
URUN-80;2017-05-01;16627
URUN-80;2017-06-01;12250
URUN-80;2017-07-01;17125
URUN-80;2017-08-01;18375
URUN-80;2017-09-01;20500
URUN-80;2017-10-01;22123
URUN-80;2017-11-01;14748
URUN-80;2017-12-01;18750
URUN-80;2018-01-01;20625
URUN-80;2018-02-01;10623
URUN-80;2018-03-01;12875
URUN-80;2018-04-01;21000
URUN-80;2018-05-01;23000
URUN-80;2018-06-01;5125
URUN-80;2018-07-01;23996
URUN-80;2018-08-01;32875
URUN-80;2018-09-01;5500
URUN-80;2018-10-01;25368
URUN-80;2018-11-01;10080
URUN-80;2018-12-01;7375
URUN-81;2015-03-01;49750
URUN-81;2015-04-01;88625
URUN-81;2015-05-01;91020
URUN-81;2015-06-01;58125
URUN-81;2015-07-01;67500
URUN-81;2015-08-01;88500
URUN-81;2015-09-01;70375
URUN-81;2015-10-01;106875
URUN-81;2015-11-01;107375
URUN-81;2015-12-01;122375
URUN-81;2016-01-01;69875
URUN-81;2016-02-01;90391
URUN-81;2016-03-01;62125
URUN-81;2016-04-01;90250
URUN-81;2016-05-01;84752
URUN-81;2016-06-01;70875
URUN-81;2016-07-01;47875
URUN-81;2016-08-01;84000
URUN-81;2016-09-01;90139
URUN-81;2016-10-01;60500
URUN-81;2016-11-01;110625
URUN-81;2016-12-01;92875
URUN-81;2017-01-01;155779
URUN-81;2017-02-01;63875
URUN-81;2017-03-01;75500
URUN-81;2017-04-01;92625
URUN-81;2017-05-01;64635
URUN-81;2017-06-01;70256
URUN-81;2017-07-01;85625
URUN-81;2017-08-01;68411
URUN-81;2017-09-01;87560
URUN-81;2017-10-01;144750
URUN-81;2017-11-01;97249
URUN-81;2017-12-01;70498
URUN-81;2018-01-01;130488
URUN-81;2018-02-01;91625
URUN-81;2018-03-01;95875
URUN-81;2018-04-01;101129
URUN-81;2018-05-01;103502
URUN-81;2018-06-01;16923
URUN-81;2018-07-01;127500
URUN-81;2018-08-01;115000
URUN-81;2018-09-01;43133
URUN-81;2018-10-01;74004
URUN-81;2018-11-01;46372
URUN-81;2018-12-01;38500
URUN-82;2015-03-01;254250
URUN-82;2015-04-01;286500
URUN-82;2015-05-01;310750
URUN-82;2015-06-01;354500
URUN-82;2015-07-01;216750
URUN-82;2015-08-01;267500
URUN-82;2015-09-01;387500
URUN-82;2015-10-01;384250
URUN-82;2015-11-01;397750
URUN-82;2015-12-01;195250
URUN-82;2016-01-01;326500
URUN-82;2016-02-01;371500
URUN-82;2016-03-01;537250
URUN-82;2016-04-01;323000
URUN-82;2016-05-01;347250
URUN-82;2016-06-01;464250
URUN-82;2016-07-01;363250
URUN-82;2016-08-01;400250
URUN-82;2016-09-01;363000
URUN-82;2016-10-01;673250
URUN-82;2016-11-01;268500
URUN-82;2016-12-01;306000
URUN-82;2017-01-01;573150
URUN-82;2017-02-01;293500
URUN-82;2017-03-01;455000
URUN-82;2017-04-01;390000
URUN-82;2017-05-01;383000
URUN-82;2017-06-01;425500
URUN-82;2017-07-01;406000
URUN-82;2017-08-01;392750
URUN-82;2017-09-01;339750
URUN-82;2017-10-01;690250
URUN-82;2017-11-01;284750
URUN-82;2017-12-01;325500
URUN-82;2018-01-01;482250
URUN-82;2018-02-01;407560
URUN-82;2018-03-01;545250
URUN-82;2018-04-01;446000
URUN-82;2018-05-01;575000
URUN-82;2018-06-01;115000
URUN-82;2018-07-01;569465
URUN-82;2018-08-01;428500
URUN-82;2018-09-01;390000
URUN-82;2018-10-01;488250
URUN-82;2018-11-01;178493
URUN-82;2018-12-01;165250
URUN-83;2015-03-01;999500
URUN-83;2015-04-01;1127250
URUN-83;2015-05-01;1187500
URUN-83;2015-06-01;1011500
URUN-83;2015-07-01;976750
URUN-83;2015-08-01;1334750
URUN-83;2015-09-01;847000
URUN-83;2015-10-01;1026250
URUN-83;2015-11-01;1471750
URUN-83;2015-12-01;1479750
URUN-83;2016-01-01;1058250
URUN-83;2016-02-01;977000
URUN-83;2016-03-01;1022500
URUN-83;2016-04-01;1253250
URUN-83;2016-05-01;1597250
URUN-83;2016-06-01;1393500
URUN-83;2016-07-01;730250
URUN-83;2016-08-01;1647250
URUN-83;2016-09-01;878000
URUN-83;2016-10-01;1492000
URUN-83;2016-11-01;1499500
URUN-83;2016-12-01;889250
URUN-83;2017-01-01;1616500
URUN-83;2017-02-01;836200
URUN-83;2017-03-01;1173987
URUN-83;2017-04-01;1247750
URUN-83;2017-05-01;928250
URUN-83;2017-06-01;1074500
URUN-83;2017-07-01;880500
URUN-83;2017-08-01;1205008
URUN-83;2017-09-01;1048750
URUN-83;2017-10-01;1785250
URUN-83;2017-11-01;1840250
URUN-83;2017-12-01;1297750
URUN-83;2018-01-01;1674750
URUN-83;2018-02-01;935244
URUN-83;2018-03-01;1457500
URUN-83;2018-04-01;1476750
URUN-83;2018-05-01;1828250
URUN-83;2018-06-01;227250
URUN-83;2018-07-01;1815000
URUN-83;2018-08-01;1023250
URUN-83;2018-09-01;1370750
URUN-83;2018-10-01;1269750
URUN-83;2018-11-01;820249
URUN-83;2018-12-01;457750
URUN-84;2015-03-01;51600
URUN-84;2015-04-01;58920
URUN-84;2015-05-01;31104
URUN-84;2015-06-01;59589
URUN-84;2015-07-01;56376
URUN-84;2015-08-01;59904
URUN-84;2015-09-01;32784
URUN-84;2015-10-01;53976
URUN-84;2015-11-01;59805
URUN-84;2015-12-01;24072
URUN-84;2016-01-01;11200
URUN-84;2016-02-01;84504
URUN-84;2016-03-01;71060
URUN-84;2016-04-01;19848
URUN-84;2016-05-01;1824
URUN-84;2016-06-01;66021
URUN-84;2016-07-01;85512
URUN-84;2016-08-01;3249
URUN-84;2016-09-01;39264
URUN-84;2016-10-01;34588
URUN-84;2016-11-01;69240
URUN-84;2016-12-01;50551
URUN-84;2017-01-01;31872
URUN-84;2017-02-01;32856
URUN-84;2017-03-01;35904
URUN-84;2017-04-01;42969
URUN-84;2017-05-01;50778
URUN-84;2017-06-01;31416
URUN-84;2017-07-01;63528
URUN-84;2017-08-01;50736
URUN-84;2017-09-01;53016
URUN-84;2017-10-01;27936
URUN-84;2017-11-01;39200
URUN-84;2017-12-01;41688
URUN-84;2018-01-01;67680
URUN-84;2018-02-01;27292
URUN-84;2018-03-01;62322
URUN-84;2018-04-01;38064
URUN-84;2018-05-01;43032
URUN-84;2018-06-01;10364
URUN-84;2018-07-01;62976
URUN-84;2018-08-01;52152
URUN-84;2018-09-01;18912
URUN-84;2018-10-01;30240
URUN-84;2018-11-01;30623
URUN-84;2018-12-01;14664
URUN-85;2015-03-01;500
URUN-85;2015-04-01;2000
URUN-85;2015-05-01;375
URUN-85;2015-06-01;1633
URUN-85;2015-07-01;0
URUN-85;2015-08-01;1250
URUN-85;2015-09-01;3750
URUN-85;2015-10-01;4875
URUN-85;2015-11-01;0
URUN-85;2015-12-01;0
URUN-85;2016-01-01;4500
URUN-85;2016-02-01;1125
URUN-85;2016-03-01;750
URUN-85;2016-04-01;0
URUN-85;2016-05-01;4000
URUN-85;2016-06-01;500
URUN-85;2016-07-01;125
URUN-85;2016-08-01;128
URUN-85;2016-09-01;375
URUN-85;2016-10-01;1500
URUN-85;2016-11-01;875
URUN-85;2016-12-01;122
URUN-85;2017-01-01;1375
URUN-85;2017-02-01;625
URUN-85;2017-03-01;250
URUN-85;2017-04-01;250
URUN-85;2017-05-01;0
URUN-85;2017-06-01;1750
URUN-85;2017-07-01;2130
URUN-85;2017-08-01;2125
URUN-85;2017-09-01;0
URUN-85;2017-10-01;125
URUN-85;2017-11-01;750
URUN-85;2017-12-01;875
URUN-85;2018-01-01;3750
URUN-85;2018-02-01;805
URUN-85;2018-03-01;125
URUN-85;2018-04-01;1875
URUN-85;2018-05-01;1500
URUN-85;2018-06-01;625
URUN-85;2018-07-01;1500
URUN-85;2018-08-01;2125
URUN-85;2018-09-01;1375
URUN-85;2018-10-01;500
URUN-85;2018-11-01;750
URUN-85;2018-12-01;625
URUN-86;2018-03-01;500
URUN-86;2018-04-01;10400
URUN-86;2018-05-01;43500
URUN-86;2018-06-01;44300
URUN-86;2018-07-01;42900
URUN-86;2018-08-01;23850
URUN-86;2018-09-01;20200
URUN-86;2018-10-01;31250
URUN-86;2018-11-01;43100
URUN-86;2018-12-01;26800
URUN-87;2018-02-01;1968
URUN-87;2018-03-01;0
URUN-87;2018-04-01;1344
URUN-87;2018-05-01;528
URUN-87;2018-06-01;600
URUN-87;2018-07-01;1584
URUN-87;2018-08-01;888
URUN-87;2018-09-01;1296
URUN-87;2018-10-01;1296
URUN-87;2018-11-01;5712
URUN-87;2018-12-01;3960
URUN-88;2018-04-01;396
URUN-88;2018-05-01;25656
URUN-88;2018-06-01;10764
URUN-88;2018-07-01;23640
URUN-88;2018-08-01;30312
URUN-88;2018-09-01;36192
URUN-88;2018-10-01;35232
URUN-88;2018-11-01;14016
URUN-88;2018-12-01;3948
URUN-89;2018-07-01;804
URUN-89;2018-08-01;504
URUN-89;2018-09-01;120
URUN-89;2018-10-01;0
URUN-89;2018-11-01;0
URUN-89;2018-12-01;144
URUN-90;2015-03-01;48730
URUN-90;2015-04-01;41700
URUN-90;2015-05-01;24500
URUN-90;2015-06-01;50670
URUN-90;2015-07-01;23465
URUN-90;2015-08-01;26350
URUN-90;2015-09-01;48671
URUN-90;2015-10-01;32250
URUN-90;2015-11-01;34150
URUN-90;2015-12-01;30242
URUN-90;2016-01-01;32801
URUN-90;2016-02-01;28810
URUN-90;2016-03-01;57420
URUN-90;2016-04-01;31350
URUN-90;2016-05-01;40400
URUN-90;2016-06-01;33000
URUN-90;2016-07-01;11300
URUN-90;2016-08-01;59500
URUN-90;2016-09-01;38100
URUN-90;2016-10-01;20601
URUN-90;2016-11-01;29450
URUN-90;2016-12-01;71850
URUN-90;2017-01-01;29900
URUN-90;2017-02-01;58200
URUN-90;2017-03-01;49125
URUN-90;2017-04-01;47350
URUN-90;2017-05-01;39700
URUN-90;2017-06-01;56605
URUN-90;2017-07-01;56482
URUN-90;2017-08-01;157350
URUN-90;2017-09-01;35750
URUN-90;2017-10-01;37250
URUN-90;2017-11-01;41900
URUN-90;2017-12-01;33952
URUN-90;2018-01-01;39350
URUN-90;2018-02-01;48400
URUN-90;2018-03-01;28700
URUN-90;2018-04-01;20850
URUN-90;2018-05-01;27292
URUN-90;2018-06-01;32650
URUN-90;2018-07-01;36800
URUN-90;2018-08-01;15416
URUN-90;2018-09-01;39750
URUN-90;2018-10-01;39862
URUN-90;2018-11-01;42400
URUN-90;2018-12-01;5750
URUN-91;2016-07-01;426
URUN-91;2016-08-01;2258
URUN-91;2016-09-01;3222
URUN-91;2016-10-01;1060
URUN-91;2016-11-01;1324
URUN-91;2016-12-01;3128
URUN-91;2017-01-01;9856
URUN-91;2017-02-01;14604
URUN-91;2017-03-01;2552
URUN-91;2017-04-01;84
URUN-91;2017-05-01;8280
URUN-91;2017-06-01;20053
URUN-91;2017-07-01;5592
URUN-91;2017-08-01;3972
URUN-91;2017-09-01;4884
URUN-91;2017-10-01;3940
URUN-91;2017-11-01;3252
URUN-91;2017-12-01;16764
URUN-91;2018-01-01;3605
URUN-91;2018-02-01;17400
URUN-91;2018-03-01;23596
URUN-91;2018-04-01;4673
URUN-91;2018-05-01;18080
URUN-91;2018-06-01;10352
URUN-91;2018-07-01;8004
URUN-91;2018-08-01;3664
URUN-91;2018-09-01;22128
URUN-91;2018-10-01;15598
URUN-91;2018-11-01;5154
URUN-91;2018-12-01;4952
URUN-92;2016-07-01;912
URUN-92;2016-08-01;1080
URUN-92;2016-09-01;352
URUN-92;2016-10-01;0
URUN-92;2016-11-01;1508
URUN-92;2016-12-01;1960
URUN-92;2017-01-01;4016
URUN-92;2017-02-01;4244
URUN-92;2017-03-01;716
URUN-92;2017-04-01;776
URUN-92;2017-05-01;3096
URUN-92;2017-06-01;3496
URUN-92;2017-07-01;3281
URUN-92;2017-08-01;874
URUN-92;2017-09-01;1512
URUN-92;2017-10-01;788
URUN-92;2017-11-01;1827
URUN-92;2017-12-01;3471
URUN-92;2018-01-01;4723
URUN-92;2018-02-01;4496
URUN-92;2018-03-01;7257
URUN-92;2018-04-01;4089
URUN-92;2018-05-01;4299
URUN-92;2018-06-01;4842
URUN-92;2018-07-01;5976
URUN-92;2018-08-01;4529
URUN-92;2018-09-01;5676
URUN-92;2018-10-01;6697
URUN-92;2018-11-01;2411
URUN-92;2018-12-01;4302
URUN-93;2015-03-01;3042600
URUN-93;2015-04-01;1819350
URUN-93;2015-05-01;1374600
URUN-93;2015-06-01;3284103
URUN-93;2015-07-01;1635000
URUN-93;2015-08-01;4255060
URUN-93;2015-09-01;1931200
URUN-93;2015-10-01;1031200
URUN-93;2015-11-01;1456200
URUN-93;2015-12-01;3057550
URUN-93;2016-01-01;782100
URUN-93;2016-02-01;822753
URUN-93;2016-03-01;5687575
URUN-93;2016-04-01;3191823
URUN-93;2016-05-01;2054500
URUN-93;2016-06-01;1150100
URUN-93;2016-07-01;734004
URUN-93;2016-08-01;3794725
URUN-93;2016-09-01;2868000
URUN-93;2016-10-01;2183001
URUN-93;2016-11-01;1715602
URUN-93;2016-12-01;3132452
URUN-93;2017-01-01;5584503
URUN-93;2017-02-01;3620135
URUN-93;2017-03-01;3176000
URUN-93;2017-04-01;3258000
URUN-93;2017-05-01;2362000
URUN-93;2017-06-01;1845635
URUN-93;2017-07-01;3343000
URUN-93;2017-08-01;2809625
URUN-93;2017-09-01;3681501
URUN-93;2017-10-01;2979804
URUN-93;2017-11-01;3520004
URUN-93;2017-12-01;3796800
URUN-93;2018-01-01;1354800
URUN-93;2018-02-01;3072550
URUN-93;2018-03-01;2848775
URUN-93;2018-04-01;2019000
URUN-93;2018-05-01;3791000
URUN-93;2018-06-01;1900000
URUN-93;2018-07-01;3143500
URUN-93;2018-08-01;1954000
URUN-93;2018-09-01;4716000
URUN-93;2018-10-01;3764000
URUN-93;2018-11-01;3936000
URUN-93;2018-12-01;1422000
URUN-94;2015-03-01;129125
URUN-94;2015-04-01;204125
URUN-94;2015-05-01;78750
URUN-94;2015-06-01;164500
URUN-94;2015-07-01;85625
URUN-94;2015-08-01;248750
URUN-94;2015-09-01;68500
URUN-94;2015-10-01;90125
URUN-94;2015-11-01;83750
URUN-94;2015-12-01;86125
URUN-94;2016-01-01;92250
URUN-94;2016-02-01;173125
URUN-94;2016-03-01;185500
URUN-94;2016-04-01;142875
URUN-94;2016-05-01;19875
URUN-94;2016-06-01;81375
URUN-94;2016-07-01;149125
URUN-94;2016-08-01;193000
URUN-94;2016-09-01;106750
URUN-94;2016-10-01;71250
URUN-94;2016-11-01;85625
URUN-94;2016-12-01;59750
URUN-94;2017-01-01;151375
URUN-94;2017-02-01;202375
URUN-94;2017-03-01;257875
URUN-94;2017-04-01;245250
URUN-94;2017-05-01;263375
URUN-94;2017-06-01;189500
URUN-94;2017-07-01;248000
URUN-94;2017-08-01;156000
URUN-94;2017-09-01;181250
URUN-94;2017-10-01;107625
URUN-94;2017-11-01;88125
URUN-94;2017-12-01;11375
URUN-94;2018-01-01;302875
URUN-94;2018-02-01;166500
URUN-94;2018-03-01;189250
URUN-94;2018-04-01;261125
URUN-94;2018-05-01;125500
URUN-94;2018-06-01;38125
URUN-94;2018-07-01;105875
URUN-94;2018-08-01;174875
URUN-94;2018-09-01;120375
URUN-94;2018-10-01;95750
URUN-94;2018-11-01;147125
URUN-94;2018-12-01;73250
URUN-95;2015-12-01;1105
URUN-95;2016-01-01;85
URUN-95;2016-02-01;1149
URUN-95;2016-03-01;100
URUN-95;2016-04-01;10
URUN-95;2016-05-01;590
URUN-95;2016-06-01;0
URUN-95;2016-07-01;250
URUN-95;2016-08-01;165
URUN-95;2016-09-01;211
URUN-95;2016-10-01;56
URUN-95;2016-11-01;101
URUN-95;2016-12-01;745
URUN-95;2017-01-01;358
URUN-95;2017-02-01;117
URUN-95;2017-03-01;36
URUN-95;2017-04-01;700
URUN-95;2017-05-01;1494
URUN-95;2017-06-01;884
URUN-95;2017-07-01;412
URUN-95;2017-08-01;0
URUN-95;2017-09-01;830
URUN-95;2017-10-01;761
URUN-95;2017-11-01;192
URUN-95;2017-12-01;152
URUN-95;2018-01-01;820
URUN-95;2018-02-01;0
URUN-95;2018-03-01;255
URUN-95;2018-04-01;335
URUN-95;2018-05-01;1138
URUN-95;2018-06-01;515
URUN-95;2018-07-01;815
URUN-95;2018-08-01;78
URUN-95;2018-09-01;1077
URUN-95;2018-10-01;470
URUN-95;2018-11-01;908
URUN-95;2018-12-01;25
URUN-96;2015-12-01;1000
URUN-96;2016-01-01;140
URUN-96;2016-02-01;1000
URUN-96;2016-03-01;980
URUN-96;2016-04-01;0
URUN-96;2016-05-01;220
URUN-96;2016-06-01;0
URUN-96;2016-07-01;800
URUN-96;2016-08-01;200
URUN-96;2016-09-01;0
URUN-96;2016-10-01;0
URUN-96;2016-11-01;0
URUN-96;2016-12-01;0
URUN-96;2017-01-01;0
URUN-96;2017-02-01;0
URUN-96;2017-03-01;480
URUN-96;2017-04-01;1240
URUN-96;2017-05-01;1600
URUN-96;2017-06-01;900
URUN-96;2017-07-01;300
URUN-96;2017-08-01;400
URUN-96;2017-09-01;800
URUN-96;2017-10-01;1420
URUN-96;2017-11-01;302
URUN-96;2017-12-01;400
URUN-96;2018-01-01;0
URUN-96;2018-02-01;880
URUN-96;2018-03-01;800
URUN-96;2018-04-01;0
URUN-96;2018-05-01;600
URUN-96;2018-06-01;1580
URUN-96;2018-07-01;520
URUN-96;2018-08-01;320
URUN-96;2018-09-01;660
URUN-96;2018-10-01;360
URUN-96;2018-11-01;2000
URUN-96;2018-12-01;178
URUN-97;2015-03-01;625
URUN-97;2015-04-01;0
URUN-97;2015-05-01;50
URUN-97;2015-06-01;167
URUN-97;2015-07-01;50
URUN-97;2015-08-01;220
URUN-97;2015-09-01;150
URUN-97;2015-10-01;4
URUN-97;2015-11-01;50
URUN-97;2015-12-01;39
URUN-97;2016-01-01;49
URUN-97;2016-02-01;165
URUN-97;2016-03-01;60
URUN-97;2016-04-01;22
URUN-97;2016-05-01;63
URUN-97;2016-06-01;100
URUN-97;2016-07-01;62
URUN-97;2016-08-01;182
URUN-97;2016-09-01;10
URUN-97;2016-10-01;9
URUN-97;2016-11-01;256
URUN-97;2016-12-01;200
URUN-97;2017-01-01;16
URUN-97;2017-02-01;168
URUN-97;2017-03-01;20
URUN-97;2017-04-01;1551
URUN-97;2017-05-01;226
URUN-97;2017-06-01;749
URUN-97;2017-07-01;76
URUN-97;2017-08-01;68
URUN-97;2017-09-01;8
URUN-97;2017-10-01;35
URUN-97;2017-11-01;0
URUN-97;2017-12-01;425
URUN-97;2018-01-01;174
URUN-97;2018-02-01;4
URUN-97;2018-03-01;310
URUN-97;2018-04-01;97
URUN-97;2018-05-01;422
URUN-97;2018-06-01;18
URUN-97;2018-07-01;218
URUN-97;2018-08-01;15
URUN-97;2018-09-01;84
URUN-97;2018-10-01;89
URUN-97;2018-11-01;0
URUN-97;2018-12-01;73
URUN-98;2015-03-01;4000
URUN-98;2015-04-01;1950
URUN-98;2015-05-01;4275
URUN-98;2015-06-01;6600
URUN-98;2015-07-01;2550
URUN-98;2015-08-01;3702
URUN-98;2015-09-01;3300
URUN-98;2015-10-01;50
URUN-98;2015-11-01;1300
URUN-98;2015-12-01;350
URUN-98;2016-01-01;5775
URUN-98;2016-02-01;6800
URUN-98;2016-03-01;5125
URUN-98;2016-04-01;3475
URUN-98;2016-05-01;4900
URUN-98;2016-06-01;1775
URUN-98;2016-07-01;0
URUN-98;2016-08-01;2375
URUN-98;2016-09-01;2350
URUN-98;2016-10-01;3550
URUN-98;2016-11-01;2675
URUN-98;2016-12-01;0
URUN-98;2017-01-01;4350
URUN-98;2017-02-01;2252
URUN-98;2017-03-01;2100
URUN-98;2017-04-01;656
URUN-98;2017-05-01;2250
URUN-98;2017-06-01;6875
URUN-98;2017-07-01;1075
URUN-98;2017-08-01;700
URUN-98;2017-09-01;775
URUN-98;2017-10-01;1300
URUN-98;2017-11-01;3404
URUN-98;2017-12-01;408
URUN-98;2018-01-01;4075
URUN-98;2018-02-01;6030
URUN-98;2018-03-01;4800
URUN-98;2018-04-01;4950
URUN-98;2018-05-01;250
URUN-98;2018-06-01;450
URUN-98;2018-07-01;1975
URUN-98;2018-08-01;2506
URUN-98;2018-09-01;2125
URUN-98;2018-10-01;5400
URUN-98;2018-11-01;1125
URUN-98;2018-12-01;2475
URUN-99;2015-03-01;111000
URUN-99;2015-04-01;121125
URUN-99;2015-05-01;79165
URUN-99;2015-06-01;46339
URUN-99;2015-07-01;57802
URUN-99;2015-08-01;84024
URUN-99;2015-09-01;61875
URUN-99;2015-10-01;93875
URUN-99;2015-11-01;76750
URUN-99;2015-12-01;100784
URUN-99;2016-01-01;107000
URUN-99;2016-02-01;101145
URUN-99;2016-03-01;284292
URUN-99;2016-04-01;189041
URUN-99;2016-05-01;158750
URUN-99;2016-06-01;154875
URUN-99;2016-07-01;91500
URUN-99;2016-08-01;232024
URUN-99;2016-09-01;86559
URUN-99;2016-10-01;239375
URUN-99;2016-11-01;187648
URUN-99;2016-12-01;219875
URUN-99;2017-01-01;212780
URUN-99;2017-02-01;267598
URUN-99;2017-03-01;226520
URUN-99;2017-04-01;96625
URUN-99;2017-05-01;274775
URUN-99;2017-06-01;274471
URUN-99;2017-07-01;233085
URUN-99;2017-08-01;225017
URUN-99;2017-09-01;143495
URUN-99;2017-10-01;332800
URUN-99;2017-11-01;238750
URUN-99;2017-12-01;297433
URUN-99;2018-01-01;270155
URUN-99;2018-02-01;286270
URUN-99;2018-03-01;477262
URUN-99;2018-04-01;341250
URUN-99;2018-05-01;433192
URUN-99;2018-06-01;392141
URUN-99;2018-07-01;265865
URUN-99;2018-08-01;293778
URUN-99;2018-09-01;466873
URUN-99;2018-10-01;299247
URUN-99;2018-11-01;364375
URUN-99;2018-12-01;306474
URUN-100;2015-04-01;375
URUN-100;2015-05-01;250
URUN-100;2015-06-01;500
URUN-100;2015-07-01;0
URUN-100;2015-08-01;250
URUN-100;2015-09-01;375
URUN-100;2015-10-01;0
URUN-100;2015-11-01;1250
URUN-100;2015-12-01;1375
URUN-100;2016-01-01;375
URUN-100;2016-02-01;625
URUN-100;2016-03-01;2250
URUN-100;2016-04-01;125
URUN-100;2016-05-01;250
URUN-100;2016-06-01;250
URUN-100;2016-07-01;500
URUN-100;2016-08-01;2500
URUN-100;2016-09-01;1125
URUN-100;2016-10-01;1375
URUN-100;2016-11-01;1254
URUN-100;2016-12-01;1625
URUN-100;2017-01-01;2250
URUN-100;2017-02-01;1625
URUN-100;2017-03-01;5875
URUN-100;2017-04-01;625
URUN-100;2017-05-01;1500
URUN-100;2017-06-01;1998
URUN-100;2017-07-01;3010
URUN-100;2017-08-01;2250
URUN-100;2017-09-01;1050
URUN-100;2017-10-01;7125
URUN-100;2017-11-01;125
URUN-100;2017-12-01;1250
URUN-100;2018-01-01;250
URUN-100;2018-02-01;1000
URUN-100;2018-03-01;2625
URUN-100;2018-04-01;250
URUN-100;2018-05-01;4739
URUN-100;2018-06-01;1000
URUN-100;2018-07-01;375
URUN-100;2018-08-01;1375
URUN-100;2018-09-01;6570
URUN-100;2018-10-01;866
URUN-100;2018-11-01;2
URUN-100;2018-12-01;3117
